comment_id,verdict,corrected_category,reason,_cat,_text,_m_vulgar,_m_miso,_m_threat,_m_sexual
C001871,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ఖచ్చితంగా అంతే నువ్వు రాజశేఖర్ రెడ్డి కలసి రామోజీ నీ ఆర్థికంగా దెబ్బతీసే ప్లాన్ వేశారు,,,,
C001875,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Dei idhu amma makkal kitta chinnatha kaatra maari illada evano machan ennaku dhumu kudraa nu saigai la soldra maari irrukku #ennadapannivechuirukinga,,,,
C001878,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Climax telisikuda chusam ante thats all bcoz of Sudheer and Rashmi,,,,
C001885,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Matte comment yaru kettadagi maadbardantha commenters gu warning kottri idella thappe.public comment antha irodu adu public opinion nivu yaru nam bagge maathadodakke.,,,,
C001886,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"Except for violence, vijay tv serial mathiri iruku",,,,
C001903,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Beligge yeddhu bavige haarbekittu avaga kanasu nanasu agithithu,,,,
C001913,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Apara thagubothu abbati,,,,
C001916,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ikkada pattukunnadi police vaallu kaadu forest deparment vaallu,,,,
C001918,Wrong,Safe,"mild/neutral comment, no insult",Offensive,60k views but 105k likes how is possible,,,,
C001920,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Enna pa bat man ah,,,,
C001924,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Anna challa chinna pilla e ammaini inthaalaa torcher chesthunnaru Mee pillalanuu elaghe chesthey elaaa untadhi annadhi meruu ardham chesukondi Inkaaa meruu elagheee chesthanuui antay devuduuu meeku thaghinaa mulyam chellisthaduuu Nijangaa aaa Thirupathi venkteshwarlu swamy untay mekuu emikakundaaa me minduu mi family lu kulipovalani korukuntunna from telangan,,,,
C001925,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mallad modalu bere hero respect kododu kali amele maathadu gaandu kudlu ella adu Ella andkondu,,,,
C001932,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,రాజాసింగ్ హిందువుల ఐక్యత కోసం యెదురు చూస్తున్న వాడు మనందరం ఈయన సత్తా ను గౌరవిస్తూ మన ఔన్నత్యం కోసం కలిసి మెలిసి సాగిపోదాంమన బతుకులు గౌరవమర్యాదలకు మన సంఘటిత శక్తే రక్ష,,,,
C001933,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ennangada robo ku thoppai thallirukusatyama kevalam da dei🤣,,,,
C001936,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Bass jaani sir nuvvu e song ki cheyyaka pothe waste e song,,,,
C001940,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,pichi lanjakodukuvi Chandra Babu Kali gotiki saripovu,\blanja,,,
C001943,Wrong,Safe,"mild/neutral comment, no insult",Offensive,karthi fans hit like blockbuster kaithi... bigil big flop,,,,
C001947,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Shetty neenu beedhi soole maga antha gotthu bidu.... hogi beedhili nintko....🤣,,,,
C001959,Wrong,Safe,"mild/neutral comment, no insult",Offensive,yaru da evan entha old age mudditu irrukama over pannitu irrukan🤣🤣,,,,
C001965,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Older me ---- engineer aganum miss Me know ----- Yedhuku engineering padicheyno,,,,
C001967,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Shali ಲೈ ತಗಡು ನೀನು ಹಿಂದು ಧರ್ಮದ್ವನೆನೊ ಆಥವಾ cross ನೀನು,,,,
C001969,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Enada posukunu Virginia ilaya nu ketuta?,,,,
C001970,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Dislike potavan soothula Katti vanthu savaan,,,,
C001971,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,నిజంగానే ఈ పాప తొడ చాలా చాలా బాగుంది,,,,
C001972,Wrong,Safe,"mild/neutral comment, no insult",Offensive,dei pongada ningalu unga teaser uh nethu ennamo thalapathy record ah break pannuvinganu but ippa enna achu ithuku tha chinna pasangala over ah adakudathu nu solluradhu ninga innum valaranum thambi complain kudingada,,,,
C001979,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,likes ku picha kekravangala enga pa irkeenga,,,,
C001980,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ita yavudu release panna udunga ya,,,,
C001984,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,avasaram ayithe shaving kuuda chestaaru prabutyodoyogulu adhi vaari ishtam,,,,
C001988,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Kathi movie song tune pole ond,,,,
C001989,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,కేతిరెడ్డి గారు మీరు తిరగడం తప్ప ప్రభుత్వం నుండి నిధులు ఏమైనా తెస్తున్నారా.,,,,
C001990,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Hoo hoooo .... majha agayaaaa dill irnda yarawad koda release pannangda papoon ...,,,,
C002000,Wrong,Safe,"mild/neutral comment, no insult",Offensive,mersal movie song teaser release dislike therikka viduvama,,,,
C002007,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Elagaina vastadu mee dhulaa thirustadu.,,,,
C002019,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Kangana wiLL nail it.. no doubt... But evlo censor Panna porangalo.. edhirthu evlo attagassm Panna porangalo...,,,,
C002021,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Nam mane gu bandida,,,,
C002029,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,அழுக்கு எங்க மேலயும் கொஞ்சம் இருக்கு பாப்பா ஆனா உங்களிடம்(ஆன்ட) இருப்பது அனைத்தும் அழுக்குதான் பாப்பா,,,,
C002033,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ellam ok entha harrish ah nenacha payama eruku,,,,
C002034,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Pogaru barthide wait Madi guru,,,,
C002035,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,naa life mottam loo forward cheyakunda chusina veediyo super interview shiva bhaiyya,,,,
C002036,Wrong,Safe,"mild/neutral comment, no insult",Offensive,1:20 Neenga Ena da Pani vachurukeenga,,,,
C002040,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Inni rojulaki veedni correct ga dengaruuu,,,,
C002046,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Saathi sandaiya uruvakkuravanalaam oru appanukku poranthurukkamaattanunga........,,,,
C002047,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,meeru nijamgaa maid fore each other asalu my vlogs vanmo navvi navvi naa kallalo nunchi water vachesindi hope you will doe more and more videos,,,,
C002048,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Telegram olag ella sigtirbekadre jana yak theotor ge hogtar heli.. Actully edu big mistek,,,,
C002058,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,enda pachaiya enga Mahesh babu vode bharat enu naanu paathu copy adichitangale da...,,,,
C002059,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,ooha garu mea ammai mea laage untundi,,,,
C002060,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Kelly hinge matad tidre adne madtini...,,,,
C002061,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Na adhiil fan dha. Ana indha padam flop uh,,,,
C002063,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Harsith venktesh yake comedy anusathva... Kastadalli idhavarige help maadi punya siguthe,,,,
C002068,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Aiyo yenga veetla chutti TV varathey!!,,,,
C002069,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"రోజా భాష వల్గర్ భాష,",,,,
C002075,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,suni anna comedy naa mazaka,,,,
C002083,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,so sad i don't like that full flim,,,,
C002087,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mokaya erukya.. Teaser ey nala erunthuchu,,,,
C002088,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Mark My Words ஏன் டயலாக்தான் சூர்யா படத்துல சொல்லி இருக்கா அப்படி என்ன தமிழ் நாட்டுல ஒருத்தன் கதறுவான் பாருங்கள்,,,,
C002089,Wrong,Safe,"mild/neutral comment, no insult",Offensive,100 million agalla BRO,,,,
C002091,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,raja singh kalthi maal ammutharu and rowdy gunda,,,,
C002093,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,ENDA TRAILER KUM EVANDA DISLIKE PODURADU CHI KEVALAMA ELLA,\bkevalama,,,
C002098,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Sumave bakthals kadharuvanga idhuula rajiniya vare elthu theruvula vootinga harshaa theeta poranga,,,,
C002101,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Vadanam kavalanta daniki... NTR ne burst patinchindi.. Sexiest..,,,,
C002102,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Villain BGM - Man of Steel (Superman) du ache.. edu Siva ku irunda nala irukum,,,,
C002103,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Ilayaraja nu solltu beethoven music oodudhu,,,,
C002104,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,super dance master johnny,,,,
C002105,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Jathi Veri piditha mirugangalal Matumae ipdi Oru padathai kuduka mudiyum, paratavum mudiyum.. Grow up guys...",,,,
C002106,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,dis like panra ellaru maadu muttithan d saava poringa,,,,
C002108,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,mass 10 m views ajith fans umbu,,,,
C002112,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,டேய் என்னங்கடா ஜாதி ஜாதினு இப்படி நக்குறிங்க ....ஆடு மாடு நாய் கிட்ட நீ என்ன ஜாதினு சொன்னா உன்ன கும்புடுறன் சாமினு சொல்லிட்டு போகுமா....இல்ல கன்டத தின்னுற பன்னிகிட்ட தான் நீ என்ன ஜாதினு சொன்னா அதுக்கு புரியுமா,நாய்,,,
C002113,Wrong,Safe,"mild/neutral comment, no insult",Offensive,kumarab guru ve.... aha comment maddhavn hesru nodo....nanalla kano,,,,
C002115,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,பரிஏரும்பெருமாள் அசூரன் ஏன்டா நீங்கநல்லவங்கமாதிரி அடத்தவனகெட்டவன் மாதிரி ஒங்கலுக்குமட்டுந்தான் எடுக்கதெரியுமா ஒங்கலுக்கு அடிச்சான்டா சாவு மனி,,,,
C002117,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,అన్నా కాస్త జాగ్రత్త వాళ్లే అనుకోని లోపల నుండి దేంతోనన్న విసిరేరు కాస్త గ్యాప్ ఇచ్చి పోతండే Love you Anna నీ కష్టం వృధా కాదు,,,,
C002121,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Dboss murkha abhimani galu,,,,
C002126,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Yedichav le copy cat veshalu nuvvu,,,,
C002127,Wrong,Offensive,vulgar insult but no group/gender hate target,Hate Speech,​debate la lo paalgone TRS naayakulaku edhutivaarini maatladaneeyakapovadam samskaaram kaadhu,\bnaa+ya,,,
C002133,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,prati oka interview loo chaalaa cool gaa matladataru nijaalu nirbhayamga chebutaadu evadanna emannah anukoni neenu cheppedi chepta anukune vyakti argievy,,,,
C002135,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,"Sollu cinema, oka move ayina oka splist boxer move ayinatu unda baddakam punch lu, lazyy moves ,",,,,
C002141,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,super raa china,,,,
C002142,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,நிச்சயம் இப்படித்தான் படம் எடுக்கனும்னு பணமும் கொடுத்து திரைக்கதையும் எழுதி கொடுத்து எவரோ ஆட்டுவித்திருக்கிறார்கள்.. சமூகத்தை அடி ஆழம் வரை கீறி பகைமையை வளர்க்க உருவாக்க பட்டிருக்கும் படம்.. ஆபத்தான தும் கூட..,,,,
C002152,Wrong,Safe,"mild/neutral comment, no insult",Offensive,"VCK thazhthapetta makkalukke apamanam hindu virothi karuma Don't hate all bc , obc Support drupathi",,,,
C002155,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Hey இது 96 யார ஏமாத்த பாக்குறிங்க 🤣🤣🤣🤣,,,,
C002157,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Hey last vara music kathi music la avan pathutla avana copy adichitanpa,,,,
C002163,Wrong,Safe,"mild/neutral comment, no insult",Offensive,Innu neraya neraya neraya flop kuduuuuu,,,,
C002168,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,inkaa saavaledhu le vaadu baane sacchaadu yedhavakanipisthoone vundhigaa,,,,
C002171,Wrong,Safe,"mild/neutral comment, no insult",Offensive,jana theatre ge bandilla aadrinda collection kadime aagide,,,,
C002172,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,vedalam teaser likes 145k but bairavaa teaser likes 171k beated vedalam teaser in just 2 days!!!!!,,,,
C002173,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,vedu avvadu ra child artist aaaaa antha over action minguthunnadu,,,,
C002183,Wrong,Safe,"movie/actor/political comment, no hate content",Hate Speech,Song likers 119k and Rakshit Shetty nodi urkoloru (unlikers) 1.7,,,,
