comment_id	language	category	comment
C023805	Roman Telugu	Hate Speech	vaenu madhav lanty comedy evaru cheyyaru ii am very very missing vaenu maadha
C023808	Roman Telugu	Hate Speech	maeru my media published cheyadam vallane elanti idea lu vastaayi vaallaki
C023813	Roman Telugu	Hate Speech	helping nature kuudaa vundaali apude manishiki viluva
C023815	Tanglish	Offensive	After watching(1:23) : Thala,Thalaapthy fans be like: »venamunu odhingi nikkrom engalukulla ilithuvudadhinga,ungaluku dha nalladhu illa!«...
C023819	Tanglish	Hate Speech	Semma super trailer. Panakara veetu pullaiya kadhal ngra perula Kalyanam panikitu life la settle aagara naadharigaluku semma serupadi movie.
C023826	Telugu	Hate Speech	ప్రతి సీన్ ప్రతీ షాట్మతి పోతుంది లోపల awesome
C023835	Tanglish	Hate Speech	Kappan nu Peru vechitu ORU bomb blasta irukku
C023836	Roman Telugu	Hate Speech	RGV effect valla Puri cinemalu anni dobbayi.
C023845	Tanglish	Offensive	Trailer la fight scene la Romba neram focus Pani kaatunathu...konjam idikuthu
C023848	Tanglish	Hate Speech	Yuvan bgm matum than mass ah iruku. Trailer worth illa
C023854	Tanglish	Hate Speech	Idhu oru padam poda punda pasangala...ithuuuuuu
C023855	Telugu	Hate Speech	కనీసం మీడియా ముందుకు వచ్చి ఒక ప్రెస్ మీట్ కూడా పెట్టలేని వాడు ఈ పావలా
C023857	Tanglish	Offensive	aniruth mokka mairu song panniruga....mokka music...
C023858	Roman Telugu	Hate Speech	Sontha Peru meda registration chey leka piyadu
C023859	Roman Telugu	Hate Speech	PSPK andarini Encourege chestadujai Janasenani
C023863	Tanglish	Hate Speech	Dai ungalaku manasatchi illayada, amma mari makeup poda sonna, Deepama mari makeup potu irukinga🤬🤬
C023870	Tanglish	Offensive	Dei,bigil padathuku munnadiye release pannuga please
C023875	Roman Telugu	Hate Speech	bharata matha odiloki origi poyaadu dhanyudu amar rahe malli oka sainikudu laga puda taadu
C023877	Telugu	Hate Speech	అబద్ధానికి పెద్ద నోరు ఉంటుంది
C023879	Tanglish	Offensive	kola gandu le irukken..kollama vidamaten semma...
C023881	Roman Telugu	Hate Speech	Suma em maraledu ade over action
C023889	Tamil	Hate Speech	ஜாதி மதம் பெயர் சொல்லி பொழப்பு நடந்த, அரசியல் அடுத்து இப்பொழுது சினிமா... நாடு இல்ல சுடுகாடு..... பாவம் மக்கள் (நாம் தமிழர்.......)
C023891	Tanglish	Hate Speech	Semma ya yow trailer 2nd time paakuren sirikka mudiyala semma comedy
C023894	Tanglish	Offensive	18k dislike in 2 hrs lol
C023895	Tamil	Hate Speech	குருமா குருப்ஸ் 8:40 நிமிடத்தில் இருந்து பார்க்கவும்
C023899	Roman Telugu	Hate Speech	Thank you bro Roju mrng walk ki velletappudu ne video vinta u r adding lot of value for me and my tym
C023900	Tanglish	Hate Speech	worst trailer i ever seen... kalaignarin pasa kiligal padathoda trailer ithuku evlo mel...
C023901	Tanglish	Offensive	Enna da bgm viswasam sayyal irukku
C023902	Tanglish	Offensive	Video start aguradhuku munnadiye like poten Happy to see Prakash Raj sir back
C023904	Telugu	Hate Speech	అబ్బా ఈ tiktok కోసం ఎప్పటినుంచో వెతుకుతున్నా
C023908	Tamil	Hate Speech	ட்ரெய்லர் அருமை பரதேசி நாய்களுக்கு சரியான செருப்படி.... பேரரசர் முத்தரையரின மக்கள் சார்பாக வாழ்த்துக்கள்🦁
C023917	Kannada	Hate Speech	ಇಲ್ಲಿ ನಡೆದಿರೋ ಚರ್ಚೆ ನೋಡಿದ್ರೇ ಗೊತ್ತಾಗುತ್ತೆ ನಮ್ ದೇಶ ಯಾಕ್ ಹಿಂಗಿದೆ
C023918	Tanglish	Hate Speech	Palli Poolu thevudiyaa payaluga padama??? Appo theatre panni naatham adikum 🤣🤣🤣 Chaii... Thooo
C023920	Tanglish	Offensive	phone yapdi da parakum kuduma panathiga da...
C023924	Tanglish	Offensive	Kiruku punda Ivan vaayila poola vida
C023925	Roman Telugu	Hate Speech	eeyana garu emi matladatado teliyadu
C023934	Roman Telugu	Hate Speech	niamma puku denga siggu vundali ra
C023938	Roman Telugu	Hate Speech	Psycho pastor vadulu
C023940	Kanglish	Offensive	Haha. Nin movie nodilla. 🤣🤣🤣
C023942	Tanglish	Offensive	Trending.. La.. Naanga.. Thanada.. No.. 1
C023943	Kanglish	Hate Speech	Lo nin d filme odtilla modlu anv film nodro amele bere filmge sprt madu sumne comnt akbitre film odbidutta bari builduppu
C023944	Tanglish	Offensive	Vasool raja MBBS prakash raj character copy
C023950	Tanglish	Offensive	Podunga sir ivana pudichi jail la podunga sir
C023957	Roman Telugu	Hate Speech	nijamgaa telamgaana loo vaeru vaeru party loo unnaa prati nayakuni madiloe manasulo telugudesam party sthira sthaayi gaa unnadi untundi
C023964	Tanglish	Offensive	Nangalum un mela kola kandulathan erukom. Odi poidu.
C023965	Kanglish	Offensive	Le nimmouna thullagaa naayi tunni saabarige huttida MidArimagane
C023967	Kannada	Offensive	Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲ್ ಕೊಡೆ
C023968	Kannada	Hate Speech	ಬಿಟ್ಟ ಸ್ಥಳ ತುಂಬಿ __ ಶಟ
C023969	Tamil	Offensive	சோறு கூட ஆக்காமல், மனைவி TV சீரியல் பார்த்துக்கொண்டே இருந்தால்... பசியோடு வீடி திரும்பிய கணவன் இதைத்தான் செய்வான்... 🤪
C023972	Tanglish	Hate Speech	padam pakka flap yennama eppadipandrigelema................eppadi oru flap movie a kodukurengalema
C023976	Tanglish	Offensive	Thala differenta try panraaru Congrats but irunthaalum konjam mandaiku tie adichirukalaam
C023979	Tanglish	Offensive	Stalin moonja thavira padathula vara ella scene um vera level..
C023982	Roman Telugu	Hate Speech	indialo best leader key yea pall aayana maatallone undhi nijayiti jai key yea pall
C023986	Tanglish	Offensive	Its a movie like dhool orukku oru prachanai oorvittu oor vara aalu patriya kathai
C023987	Tanglish	Offensive	Naayakar da.. Padam 100 naal odum.. Kuruma badu
C023989	Tanglish	Offensive	Indha padathuke BGM therika vitrukaru U1. Valimai padathuku nenachu kuda paka mudialada Sami.
C023992	Tanglish	Offensive	oh my god ...full loud music
C023996	Tanglish	Offensive	Indha padam KGF vida semaiya irrukunu ninaykiravanga like podunga
C024001	Tanglish	Offensive	1:20 Oru chinna ponna poyi yenna matter nu double meaning pesa vaikurathu thappu illa? Director ah vidunga, Ravi yepadi accept pannaru, avuru padathula ipadi oru scene ah.
C024006	Tanglish	Offensive	Yeppa kumaru ....Diwlai mudinju 6 maasam aachu...Innuma thuppakiya thooki suthinu irukkara ??
C024007	Kannada	Offensive	ಮೂಢ ನಂಬಿಕೆ ಇರುವವರೆಗೂ ನಮ್ಮ ದೇಶ ಉದ್ದಾರ ಹಾಗಲ್ಲ
C024010	Tanglish	Offensive	Trailer semma kadisila ithu 2016 illa 1996 nu sonnathu vera level kalaai
C024011	Telugu	Hate Speech	అందాలు అన్ని ఈ సాంగ్ లోనే చుపించేస్తే ఇంక సినిమా లో ఏం చూపిస్తావు. బావరకప్పు మొహం దాన
C024012	Tanglish	Offensive	1.31 la..... Enga ranagalathulayum kilu kilupu kekudu?
C024014	Kannada	Offensive	ಬಿಂದು ಗೆ ಹೂಡಿ ಮೇಟ್ನಗೆ...ಟಿಕ್ಟಾಕ್ ಗೆ ಹುಟ್ಟಿದ್ದುಅನ್ನೂಗೆ ಹೇಳ್ತ್ತಳೆ....ಸೂಪರ್ ಗೆ ವಿಡಿಯೋ ಮಾಡಿದ್ದಿಯಾ ಗುರು...i love india
C024015	Tanglish	Offensive	Thalaivarea kaalioda aatatha neenga kaatitinga Ini thooku thurai oda alaparaiya naalaiku 1.30 ku Paapinga
C024017	Roman Telugu	Hate Speech	ee cinema chaalaa chaalaa chaalaa baagundi anna vaallu oka like vesukondi
C024028	Roman Telugu	Hate Speech	meeru cheppindi nizam chesaaru hanu garuva nijaanni nen ii roeju theatre loo chusanu noo mobile light wass aan during they movie timecudose too u
C024033	Tanglish	Offensive	Bigil super aa eruku na paathe kaithi ennu pakuno. Bigil Nama imagine Panna Vida different aaa eruku
C024042	Roman Telugu	Hate Speech	Veedu Pani ipoiendhi
C024062	Tanglish	Offensive	Cant wait..... haters...... Vada vada vada.....
C024064	Tanglish	Offensive	Bigil lavathu mairavathu Karthi in kaithi ya paaru da
C024069	Kannada	Hate Speech	ಆದರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕಾರಣದಲ್ಲಿ ಇಚ್ಛಾಶಕ್ತಿ ಕೊರತೆ ಇದೆ ಇದು ಸಾಕಾರ ಆಗುವವರೆಗೂ ಇದೆಲ್ಲ ಸಾಧ್ಯವಿಲ್ಲ..
C024070	Roman Telugu	Hate Speech	Dani matala vintene ardhamavuthundhi idhi road side lights vesedani
C024073	Roman Telugu	Hate Speech	purusha jaati aanimutyam saar meeru
C024082	Roman Telugu	Hate Speech	Ramu inner peeling : night ki gunta tho dengulata ki set ipoyindi
C024084	Tanglish	Offensive	Ithala vara music ennoda collage lift la vara music Nalla thukkam varum itha ketta Pudhusa podunga da
C024087	Tanglish	Hate Speech	90s kids vs 2k kids war begins..
C024089	Kanglish	Offensive	Urko sanvi dagar rashmika...
C024101	Tamil	Offensive	படத்தின் கதையை ஒரே வரியில் இந்த டிரெய்லா் சொல்லி விடுகிறது.. ரஜினி சம்பந்தப்பட்ட காட்சிகள் உண்மை தானே...இதுவரை யாரும் தொடாத ஒரு கதை.. திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்
C024103	Tamil	Hate Speech	எவன்லாம் காதல உணர்வு பூர்வமா பாக்காம, அவனோட உணர்ச்சி மற்றும் காமத்தை தீர்த்து கொள்ள காதல் பண்ணானோ அவனுக்கு அடிக்கின்ற சம்பட்டி அடி திரௌபதி. கட்டப்பஞ்சாயத்து பண்ணி பணம் சம்பாரித்தவன் எவனோ அவனுக்கும் தெரியும் இது உண்மை கதை தான் என்று நடுநிலை நக்கிகள் திரௌபதியை சாதி படம் என்று முத்திரை குத்தவேண்டாம், அப்படி சாதிய வட்டத்திற்குள் அடைத்தாலும் பரவாயில்லை திரௌபதி அணைத்து சமூக பெண்களையும் காப்பாள். #திரௌபதி
C024108	Tamil	Hate Speech	சரிதான் திரும்ப சாதி பேர சொல்லி அடிச்சுக்க போரானுங்க எப்படியோ தமிழ் நாடு நாசமா போகப் போரது உறுதி
C024114	Tanglish	Offensive	Ithu ega ariyavila eduthathi epadii.... 🤙🤙🤙
C024115	Roman Telugu	Hate Speech	Evadu vachina game aadedhi cash kosamey ,erripappalu iyyedhi manamey
C024118	Tanglish	Offensive	4 months akiduchu likes 844k bigil 4 hours la 1 million likes
C024123	Tanglish	Hate Speech	Rajini troll in End Vera Level sema
C024124	Tanglish	Offensive	Bigil ku tuff kudukum nu nenaiken....
C024127	Roman Telugu	Hate Speech	hammaiah ippatiki oka manchi veediyo chesavu talli
C024136	Tanglish	Offensive	Konjam othugi iruu illa paathungi iruu varathu Thalaivaruu...Petta Paaraaakkkkk ......
C024138	Roman Telugu	Hate Speech	Congress chesina aa thappu, ippudu congress party address lekunda poyindhi
C024139	Tanglish	Offensive	Worst da. Jayam Ravi un mella irundha ore mariyadai poiruchu
C024140	Roman Telugu	Hate Speech	nuvvu aem anna kashtam chesi konnadha maa sommegaa prajaladi
C024144	Tamil	Hate Speech	யார்ரா இவே வெறகு கட்டேல அடிச்சே டாடா சுமோவா பறக்க விட்டான் டாடா சுமோக்கு உண்டாண மரியாத போச்சுடா
C024152	Tamil	Offensive	தல மரண மாஸ்டா ஓத்தா தேவுடியா பசங்களா
C024154	Roman Telugu	Hate Speech	they currage too bay disliked ee book summary cheyyandi anna
C024155	Roman Telugu	Hate Speech	ankul ankul yogitho pettukovaddu ankul vyaan tiragabadipotayi
C024165	Roman Telugu	Hate Speech	raghunandan gaariki manchi bhavishyat undaali ani korukuntunna interview chaalaa baagundi fast time rk garu baagaa matladaru
C024166	Roman Telugu	Hate Speech	megastar tho dutt garu 4movies teesthe 3 industry hitschurren janhvi tho twaragaa jvas 2 tiyyandidatt garu
C024171	Tamil	Hate Speech	சூத்திர பசங்களா நீங்களாம் உண்மையிலே மென்டலா இல்ல மென்டல் மாதிரி நடிக்கிறீங்களாடா ஏன்டா திரௌபதி ஒரு தேவிடியா அந்த பெயர்ல தலைப்பு வச்சு நீங்களாம் யாருனு அப்பப்போ நிருபிக்கிறீங்கடா
C024175	Telugu	Hate Speech	ఇన్ని రోజులు ఏదో మూలాన సందేహం ఉండే పాల్ గారు పిచ్చోడా అని కానీ ఇప్పుడు కన్ఫర్మ్ అయింది నాకు
