comment_id,platform,platform_original,comment,language,script,english_translation,translation_status,category,category_original,label,severity,toxicity_score,sentiment
C003306,YouTube,YouTube,"మావా, ఈ పోస్ట్ చాలామందికి సహాయపడుతుంది గుర్తు పెట్టుకో. 😤",Telugu,Telugu,"bro, this post will help a lot of people remember this.",translated,Safe,Neutral,0,Low,0.04,Positive
C003307,YouTube,YouTube,"Ila chudu, Dini kante better content ekkadaina dorukutundi Arthamaindha? 😔",Roman Telugu,Roman,"see here, you can find better content anywhere than this got it?",translated,Offensive,Offensive,1,Medium,0.43,Negative
C003308,YouTube,YouTube,"Nijam cheppalante, Vellandaru okkate, attention kosame idantha chestaru Seriously-ga. smh",Roman Telugu,Roman,"honestly, they're all the same, doing all this just for attention seriously.",translated,Hate Speech,Hate,2,High,0.63,Negative
C003309,Other,ShareChat,"By the way, Ninnu chusi control chesukovadam kashtamga undi",Roman Telugu,Roman,"by the way, it's hard to control myself seeing you",translated,Sexual Harassment,Misogyny,3,High,0.73,Negative
C003310,YouTube,YouTube,"నీ వాయిస్ చాలా సెక్సీగా ఉంది, కాల్ చేద్దాం రాత్రి ఇది ఫైనల్.",Telugu,Telugu,"your voice is so sexy, let's call at night this is final.",translated,Sexual Harassment,Misogyny,3,High,0.61,Negative
C003311,YouTube,YouTube,"Chudu, Cyber bhadratha gurinchi ilanti samacharam chala mandiki avasaram Idi final. 😔",Roman Telugu,Roman,"look, information like this on cyber safety is needed by many people this is final.",translated,Safe,Neutral,0,Low,0.12,Positive
C003312,Other,Koo,"Just saying, reading your comments gives me a headache ok? ...",English,Roman,"just saying, reading your comments gives me a headache ok?",not_required_english,Offensive,Offensive,1,Medium,0.37,Negative
C003313,Other,ShareChat,"మావా, ఇలాంటి అవగాహన కార్యక్రమాలు కాలేజీల్లో కూడా జరగాలి ఇది ఫైనల్. 😡",Telugu,Telugu,"bro, awareness programs like this should happen in colleges too this is final.",translated,Safe,Neutral,0,Low,0.01,Positive
C003314,Other,Facebook,"See here, people like you shouldn't be given any attention at all",English,Roman,"see here, people like you shouldn't be given any attention at all",not_required_english,Offensive,Offensive,1,Medium,0.45,Neutral
C003315,Other,ShareChat,"Honestly, giving women internet access itself was a big mistake got it?",English,Roman,"honestly, giving women internet access itself was a big mistake got it?",not_required_english,Hate Speech,Hate,2,High,0.77,Negative
C003316,YouTube,YouTube,"See here, why are you always so negative",English,Roman,"see here, why are you always so negative",not_required_english,Offensive,Offensive,1,Medium,0.52,Neutral
C003317,YouTube,YouTube,"See here, I want to spend time alone with you smh",English,Roman,"see here, I want to spend time alone with you",not_required_english,Sexual Harassment,Misogyny,3,High,0.86,Negative
C003318,YouTube,YouTube,"మావా, నీ నంబర్ ఎవరో ఇచ్చారు, ఫ్రెండ్‌షిప్ చేద్దామా సీరియస్‌గా. ??",Telugu,Telugu,"bro, someone gave me your number, shall we be friends seriously.",translated,Sexual Harassment,Misogyny,3,High,0.67,Neutral
C003319,YouTube,YouTube,"Okka maata, Ee comment chusi reply ivvakapothe nee DM-ki vasta 🔥",Roman Telugu,Roman,"one thing, if you don't reply to this comment I'll come to your DM",translated,Sexual Harassment,Misogyny,3,High,0.74,Neutral
C003320,Other,ShareChat,"Nijam cheppalante, Ee community chala supportive-ga undi Ok na? 😔",Roman Telugu,Roman,"honestly, this community is very supportive ok?",translated,Safe,Neutral,0,Low,0.03,Neutral
C003321,Other,Koo,"Every time I see you I feel like this, DM me this is final. #WomenSafety",English,Roman,"every time I see you I feel like this, DM me this is final.",not_required_english,Sexual Harassment,Misogyny,3,High,0.73,Negative
C003322,YouTube,YouTube,"Urike cheptunna, Inta manchi look unna ammayini ignore cheyalenu Anthe. ??",Roman Telugu,Roman,"just saying, I can't ignore a girl who looks this good that's it.",translated,Sexual Harassment,Misogyny,3,High,0.77,Neutral
C003323,YouTube,YouTube,"మావా, ఈ డ్రెస్‌లో ఇంకా బాగా కనిపిస్తావు, ఇంకో పోజ్ పెట్టు నిజంగా.",Telugu,Telugu,"bro, you'd look even better in this dress, post another pose really.",translated,Sexual Harassment,Misogyny,3,High,0.88,Negative
C003324,YouTube,YouTube,"Hey, Neeku tagina buddhi cheppe roju vastundi, aagu Ok na? 🙄",Roman Telugu,Roman,"hey, the day will come when you're taught a lesson, wait ok?",translated,Threat,Threat,4,High,0.91,Neutral
C003325,Other,ShareChat,"See here, apps like these are very useful for women really. 😔",English,Roman,"see here, apps like these are very useful for women really.",not_required_english,Safe,Neutral,0,Low,0.09,Positive
C003326,Other,Instagram,"Honestly, they're all the same, doing all this just for attention this is true. 😢",English,Roman,"honestly, they're all the same, doing all this just for attention this is true.",not_required_english,Hate Speech,Hate,2,High,0.58,Negative
C003327,YouTube,YouTube,"Listen, think a little before you speak this is true. 😡",English,Roman,"listen, think a little before you speak this is true.",not_required_english,Offensive,Offensive,1,Medium,0.64,Negative
C003328,Other,Instagram,"See here, if you continue like this I'll give your location to someone really. !!!",English,Roman,"see here, if you continue like this I'll give your location to someone really.",not_required_english,Threat,Threat,4,High,0.84,Negative
C003329,YouTube,YouTube,"Mava, Adavallaki net access ivvadame pedda tappu Idi final. !!!",Roman Telugu,Roman,"bro, giving women internet access itself was a big mistake this is final.",translated,Hate Speech,Hate,2,High,0.61,Negative
C003330,Other,Telegram,"ఒక్క మాట, ఆడవాళ్ళకి సొంత ఒపీనియన్ ఉండదు, ఎవరో చెప్పింది వాడతారు నమ్ము నన్ను.",Telugu,Telugu,"one thing, women don't have their own opinions, they just repeat what someone told them trust me.",translated,Hate Speech,Hate,2,High,0.65,Negative
C003331,Other,ShareChat,"మావా, మహిళా భద్రతా యాప్‌లను డౌన్‌లోడ్ చేసుకోవడం మంచిది 😤",Telugu,Telugu,"bro, downloading women's safety apps is a good idea",translated,Safe,Neutral,0,Low,0.01,Positive
C003332,X,Twitter/X,"Nijam cheppalante, Idi aakhari warning, tarvatha nenu emi chesina neede badhyatha Idi nijam.",Roman Telugu,Roman,"honestly, this is the last warning, whatever I do after this is your responsibility this is true.",translated,Threat,Threat,4,High,0.84,Negative
C003333,YouTube,YouTube,"Chudu, Neelanti vallu valle social media padaipoyindi Gurthu pettuko.",Roman Telugu,Roman,"look, people like you have ruined social media remember this.",translated,Offensive,Offensive,1,Medium,0.43,Negative
C003334,Other,Facebook,"Look, where did you learn such trashy thinking this is final. !!!",English,Roman,"look, where did you learn such trashy thinking this is final.",not_required_english,Offensive,Offensive,1,Medium,0.52,Neutral
C003335,YouTube,YouTube,"Urike cheptunna, Ee comment chusi reply ivvakapothe nee DM-ki vasta Gurthu pettuko. ...",Roman Telugu,Roman,"just saying, if you don't reply to this comment I'll come to your DM remember this.",translated,Sexual Harassment,Misogyny,3,High,0.62,Negative
C003336,YouTube,YouTube,"One thing, if you don't listen to me, I'll make your life difficult ok? 😤",English,Roman,"one thing, if you don't listen to me, I'll make your life difficult ok?",not_required_english,Threat,Threat,4,High,0.94,Negative
C003337,X,Twitter/X,"బై ద వే, వీళ్ళందరూ ఒక్కటే, అటెన్షన్ కోసమే ఇదంతా చేస్తారు నిజంగా. #WomenSafety",Telugu,Telugu,"by the way, they're all the same, doing all this just for attention really.",translated,Hate Speech,Hate,2,High,0.65,Negative
C003338,YouTube,YouTube,"ఊరికే చెప్తున్నా, ఆడవాళ్ళు ఎప్పుడూ ఓవర్‌గా రియాక్ట్ అవుతారు ఇది నిజం.",Telugu,Telugu,"just saying, women always overreact this is true.",translated,Hate Speech,Hate,2,High,0.62,Negative
C003339,Other,Instagram,"By the way, shut your mouth, this has nothing to do with you ok? 😔",English,Roman,"by the way, shut your mouth, this has nothing to do with you ok?",not_required_english,Offensive,Offensive,1,Medium,0.48,Negative
C003340,X,Twitter/X,"Urike cheptunna, Adavallaki buddhi undadu anduke ila post chestaru Nammu nannu. #WomenSafety",Roman Telugu,Roman,"just saying, women have no sense, that's why they post like this trust me.",translated,Hate Speech,Hate,2,High,0.78,Negative
C003341,YouTube,YouTube,"By the way, awareness like this about women's safety is very much needed this is final. smh",English,Roman,"by the way, awareness like this about women's safety is very much needed this is final.",not_required_english,Safe,Neutral,0,Low,0.03,Neutral
C003342,X,Twitter/X,"ఏయ్, ఈ వీడియో చాలా ఉపయోగకరంగా ఉంది నిజంగా.",Telugu,Telugu,"hey, this video is really useful really.",translated,Safe,Neutral,0,Low,0.06,Positive
C003343,YouTube,YouTube,"ఏయ్, ఈ చొరవ చాలా బాగుంది, ఇంకా ఇలాంటివి రావాలి అర్థమైందా? smh",Telugu,Telugu,"hey, this initiative is great, we need more like this got it?",translated,Safe,Neutral,0,Low,0.08,Positive
C003344,Other,ShareChat,"Just saying, I won't leave you alone, watch what happens ??",English,Roman,"just saying, I won't leave you alone, watch what happens",not_required_english,Threat,Threat,4,High,0.89,Negative
C003345,YouTube,YouTube,"Urike cheptunna, Vedhava logic-tho eppudu ilanti postule pedatav Nammu nannu. 😡",Roman Telugu,Roman,"just saying, with that stupid logic you always post nonsense like this trust me.",translated,Offensive,Offensive,1,Medium,0.63,Negative
C003346,YouTube,YouTube,"మావా, నీలాంటి వాళ్ళకి అటెన్షన్ ఇవ్వకూడదు అసలు ఇది నిజం. #WomenSafety",Telugu,Telugu,"bro, people like you shouldn't be given any attention at all this is true.",translated,Offensive,Offensive,1,Medium,0.41,Negative
C003347,Other,Telegram,"By the way, reading your comments gives me a headache #WomenSafety",English,Roman,"by the way, reading your comments gives me a headache",not_required_english,Offensive,Offensive,1,Medium,0.35,Negative
C003348,Other,Instagram,"See here, awareness programs like this should happen in colleges too this is true. 😔",English,Roman,"see here, awareness programs like this should happen in colleges too this is true.",not_required_english,Safe,Neutral,0,Low,0.02,Neutral
C003349,X,Twitter/X,"ఒక్క మాట, ఇలా బహిరంగంగా మాట్లాడితే తర్వాత ఏం జరుగుతుందో నీ ఖర్మ ఓకే నా? 😤",Telugu,Telugu,"one thing, if you speak out publicly like this, whatever happens next is on you ok?",translated,Threat,Threat,4,High,0.9,Negative
C003350,X,Twitter/X,"ఒక్క మాట, నిన్ను చూసినప్పుడల్లా ఇలాంటివి అనిపిస్తున్నాయి, డిఎం చెయ్యి ఇది ఫైనల్.",Telugu,Telugu,"one thing, every time I see you I feel like this, DM me this is final.",translated,Sexual Harassment,Misogyny,3,High,0.88,Negative
C003351,X,Twitter/X,"Mava, Dini kante better content ekkadaina dorukutundi Nijanga. 😤",Roman Telugu,Roman,"bro, you can find better content anywhere than this really.",translated,Offensive,Offensive,1,Medium,0.36,Neutral
C003352,YouTube,YouTube,"Bro, awareness programs like this should happen in colleges too remember this. !!!",English,Roman,"bro, awareness programs like this should happen in colleges too remember this.",not_required_english,Safe,Neutral,0,Low,0.05,Positive
C003353,Other,Telegram,Information like this on cyber safety is needed by many people ok? 😔,English,Roman,information like this on cyber safety is needed by many people ok?,not_required_english,Safe,Neutral,0,Low,0.06,Neutral
C003354,X,Twitter/X,Ee generation adavallu respect ivvadaniki asalu arhulu kaadu Nijanga. 🙄,Roman Telugu,Roman,this generation of women don't even deserve respect really.,translated,Hate Speech,Hate,2,High,0.83,Negative
